id,listing_url,name,host_id,host_name,host_is_superhost,neighbourhood_cleansed,accommodates,bathrooms,bedrooms,amenities,price
3870174,https://www.airbnb.com/rooms/3870174,Alamo Square w King Bed or 2 TwinXL,180342,Jack & Jason,t,Western Addition,2,1,1,"""Heating"",""Hot water"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Luggage dropoff allowed"",""Hangers"",""Essentials"",""Smoke alarm"",""First aid kit"",""Laptop-friendly workspace"",""Refrigerator"",""Fire extinguisher"",""Wifi"",""Lock on bedroom door"",""TV"",""Hair dryer"",""Washer"",""Keypad"",""Bed linens"",""Free street parking""",$80.00 
3877462,https://www.airbnb.com/rooms/3877462,Private Floor. Large Living/Bedroom. Rooftop Patio,20037498,Carly,t,Potrero Hill,6,1,1,"""Heating"",""Hot water"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Luggage dropoff allowed"",""Private entrance"",""BBQ grill"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""Smoke alarm"",""Extra pillows and blankets"",""Fire extinguisher"",""Wifi"",""Shampoo"",""Garden or backyard"",""TV"",""Patio or balcony"",""Hair dryer"",""Washer"",""Smart lock"",""Cable TV"",""Bed linens"",""Free street parking""",$101.00 
3883252,https://www.airbnb.com/rooms/3883252,Private studio in the sunny Mission,5162952,Lauren,t,Mission,2,1,1,"""Heating"",""Hot water"",""Children\u2019s books and toys"",""Iron"",""Carbon monoxide alarm"",""Coffee maker"",""Pack \u2019n Play/travel crib"",""Paid parking off premises"",""Luggage dropoff allowed"",""Private entrance"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""Smoke alarm"",""First aid kit"",""Extra pillows and blankets"",""Refrigerator"",""Fire extinguisher"",""Wifi"",""Shampoo"",""Garden or backyard"",""Dishes and silverware"",""Room-darkening shades"",""Hair dryer"",""Single level home"",""Smart lock"",""Oven"",""Bed linens"",""Free street parking""",$159.00 
3889219,https://www.airbnb.com/rooms/3889219,Art Deco Condo in Pacific Heights,734170,Ian,t,Pacific Heights,4,1.5,2,"""Heating"",""Hot water"",""Stove"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Dishwasher"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""Smoke alarm"",""Refrigerator"",""Fire extinguisher"",""Wifi"",""Cooking basics"",""TV"",""Dishes and silverware"",""Long term stays allowed"",""Host greets you"",""Kitchen"",""Washer"",""Cable TV"",""Oven""",$299.00 
3890704,https://www.airbnb.com/rooms/3890704,"Charming Hayes Valley Vict. Flat 2brms,3bth",880855,Tony,t,Western Addition,3,3,2,"""Heating"",""Hot water"",""Stove"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Indoor fireplace"",""Dishwasher"",""Lockbox"",""Private entrance"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""Smoke alarm"",""Extra pillows and blankets"",""Refrigerator"",""Fire extinguisher"",""Wifi"",""Cooking basics"",""Shampoo"",""TV"",""Dishes and silverware"",""Garden or backyard"",""Patio or balcony"",""Hair dryer"",""Long term stays allowed"",""Kitchen"",""Washer"",""Cable TV"",""Oven"",""Bed linens"",""Free street parking""",$160.00 
3895335,https://www.airbnb.com/rooms/3895335,Bright Beautiful Bernal Bedroom,1525506,Valerie,f,Bernal Heights,1,1,1,"""Heating"",""Kitchen"",""Fire extinguisher"",""Wifi"",""Washer"",""Shampoo"",""Dryer"",""TV"",""Essentials"",""Smoke alarm""",$90.00 
3895951,https://www.airbnb.com/rooms/3895951,Newly remodeled home in the Castro,20166885,Mike,f,Castro/Upper Market,2,1,1,"""Heating"",""Stove"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Dishwasher"",""Luggage dropoff allowed"",""Private entrance"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""Smoke alarm"",""First aid kit"",""Extra pillows and blankets"",""Refrigerator"",""Fire extinguisher"",""Wifi"",""Cooking basics"",""Shampoo"",""TV"",""Dishes and silverware"",""Hair dryer"",""Long term stays allowed"",""Kitchen"",""Washer"",""Cable TV"",""Oven"",""Bed linens""",$165.00 
3896205,https://www.airbnb.com/rooms/3896205,Pacific Heights Old World Studio-Pvt Entrance,20169016,Springer,t,Pacific Heights,2,1,1,"""Heating"",""Hot water"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Paid parking off premises"",""Lockbox"",""Private entrance"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""Smoke alarm"",""Extra pillows and blankets"",""Refrigerator"",""Wifi"",""Cooking basics"",""Shampoo"",""Dishes and silverware"",""Patio or balcony"",""Hair dryer"",""Single level home"",""Long term stays allowed"",""Kitchen"",""Breakfast"",""Washer"",""Oven"",""Bed linens"",""Free street parking""",$145.00 
3946571,https://www.airbnb.com/rooms/3946571,Historic Mission District Victorian,20452861,Dr. Elizabeth,t,Mission,2,1,1,"""Heating"",""Hot water"",""Iron"",""Indoor fireplace"",""Paid parking on premises"",""Luggage dropoff allowed"",""Hangers"",""Essentials"",""Smoke alarm"",""Laptop-friendly workspace"",""First aid kit"",""Extra pillows and blankets"",""Wifi"",""Bathtub"",""Shampoo"",""Garden or backyard"",""TV"",""Room-darkening shades"",""Hair dryer"",""Host greets you"",""Breakfast"",""Cable TV""",$120.00 
3962831,https://www.airbnb.com/rooms/3962831,TWO Bedrooms in Marina home,3080489,Beth,f,Marina,4,1,2,"""Heating"",""Hot water"",""Stove"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Indoor fireplace"",""Dishwasher"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""Smoke alarm"",""First aid kit"",""Extra pillows and blankets"",""Refrigerator"",""Fire extinguisher"",""Wifi"",""Cooking basics"",""Shampoo"",""TV"",""Dishes and silverware"",""Garden or backyard"",""Hair dryer"",""Kitchen"",""Breakfast"",""Washer"",""Smart lock"",""Cable TV"",""Oven"",""Bed linens"",""Free street parking""",$595.00 
3994686,https://www.airbnb.com/rooms/3994686,Modern Potrero Hill Apartment with a Patio,10374314,Dave,t,Potrero Hill,4,1,2,"""Bathroom essentials"",""Heating"",""Dishwasher"",""Fire extinguisher"",""Wifi"",""Bedroom comforts"",""Pets allowed"",""Washer"",""Iron"",""Garden or backyard"",""Dryer"",""Self check-in"",""TV"",""Coffee maker"",""Full kitchen"",""Carbon monoxide alarm"",""Hair dryer"",""Free street parking"",""Smoke alarm""",$400.00 
4014209,https://www.airbnb.com/rooms/4014209,"FUR 1 BDRM, DECK, W/D, WiFi, Dish, 3 Mo. Min, UTIL",20818179,Dave,f,Outer Sunset,2,1,1,"""Host greets you"",""Long term stays allowed"",""Smoke alarm"",""Heating"",""Hot water"",""Kitchen"",""Fire extinguisher"",""Wifi"",""Washer"",""Iron"",""Cable TV"",""Dryer"",""TV"",""Hangers"",""Carbon monoxide alarm"",""Hair dryer"",""Free street parking"",""Essentials"",""Laptop-friendly workspace""",$117.00 
4015985,https://www.airbnb.com/rooms/4015985,SMART Downtown/ Soma Apartment,4407120,Parshuram,f,South of Market,3,1,1,"""Host greets you"",""Indoor fireplace"",""Heating"",""Hot water"",""Kitchen"",""Elevator"",""Wifi"",""Washer"",""Shampoo"",""Dryer"",""TV"",""Free street parking"",""Essentials""",$148.00 
4022209,https://www.airbnb.com/rooms/4022209,Hotel Pac Hgts King Free Car Park#B,20850212,Young,f,Pacific Heights,2,1,1,"""Smoke alarm"",""Heating"",""Hot water"",""Free parking on premises"",""Building staff"",""Luggage dropoff allowed"",""Fire extinguisher"",""Wifi"",""Iron"",""Shampoo"",""Cable TV"",""TV"",""Carbon monoxide alarm"",""Hangers"",""Hair dryer"",""Pack \u2019n Play/travel crib"",""Essentials"",""Laptop-friendly workspace""",$100.00 
4022990,https://www.airbnb.com/rooms/4022990,Hotel Pac Hgts 2 Bed Free Car ParkB,20850212,Young,f,Marina,4,1,1,"""Heating"",""Hot water"",""Iron"",""Carbon monoxide alarm"",""Pack \u2019n Play/travel crib"",""Building staff"",""Luggage dropoff allowed"",""Microwave"",""Hangers"",""Essentials"",""Smoke alarm"",""Laptop-friendly workspace"",""Refrigerator"",""Free parking on premises"",""Fire extinguisher"",""Wifi"",""Shampoo"",""Garden or backyard"",""TV"",""Hair dryer"",""Cable TV""",$189.00 
4023249,https://www.airbnb.com/rooms/4023249,Stunning Spanish Mediterranean Home,16071511,Jamie,t,Outer Richmond,6,1,3,"""Hot water"",""Children\u2019s books and toys"",""Iron"",""Dryer"",""Carbon monoxide alarm"",""Pack \u2019n Play/travel crib"",""Luggage dropoff allowed"",""Lockbox"",""Hangers"",""Essentials"",""Smoke alarm"",""Laptop-friendly workspace"",""Fire extinguisher"",""Wifi"",""Shampoo"",""Crib"",""TV"",""Hair dryer"",""Kitchen"",""Washer"",""Free street parking""",$500.00 
4023585,https://www.airbnb.com/rooms/4023585,Warm cozy home near coast & easy access to all sf.,131802738,Doris,f,Ocean View,6,2,3,"""Heating"",""Hot water"",""Stove"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Indoor fireplace"",""Dishwasher"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""Smoke alarm"",""Refrigerator"",""Wifi"",""Cooking basics"",""TV"",""Dishes and silverware"",""Long term stays allowed"",""Host greets you"",""Baking sheet"",""Kitchen"",""Washer"",""Cable TV"",""Oven"",""Free street parking""",$175.00 
4024236,https://www.airbnb.com/rooms/4024236,Bright Castro Room for Short Rental,2259758,Catherine & Micki,f,Noe Valley,2,1,1,"""Heating"",""Hot water"",""Stove"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Dishwasher"",""Luggage dropoff allowed"",""Lockbox"",""Microwave"",""Hangers"",""Essentials"",""Smoke alarm"",""Refrigerator"",""Fire extinguisher"",""Wifi"",""Lock on bedroom door"",""Cooking basics"",""Shampoo"",""TV"",""Dishes and silverware"",""Patio or balcony"",""Hair dryer"",""Long term stays allowed"",""Kitchen"",""Washer"",""Cable TV"",""Oven"",""Free street parking""",$171.00 
4026354,https://www.airbnb.com/rooms/4026354,Cozy 2 BR + Nice Ocean View+parking,20860681,Candy,f,Parkside,4,1,2,"""Heating"",""Hot water"",""Stove"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Lockbox"",""Private entrance"",""BBQ grill"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""Smoke alarm"",""First aid kit"",""Extra pillows and blankets"",""Refrigerator"",""Free parking on premises"",""Wifi"",""Cooking basics"",""Shampoo"",""TV"",""Dishes and silverware"",""Garden or backyard"",""Patio or balcony"",""Hair dryer"",""Single level home"",""Kitchen"",""Washer"",""Bed linens"",""Free street parking""",$299.00 
4033038,https://www.airbnb.com/rooms/4033038,Grand 3-Level Painted Lady Victorian with Parking,3442905,Simone,t,Western Addition,12,3.5,4,"""Heating"",""Hot water"",""Stove"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Indoor fireplace"",""Dishwasher"",""Luggage dropoff allowed"",""Lockbox"",""Private entrance"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""Smoke alarm"",""First aid kit"",""Extra pillows and blankets"",""Refrigerator"",""Free parking on premises"",""Fire extinguisher"",""Wifi"",""Bathtub"",""Cooking basics"",""Shampoo"",""TV"",""Dishes and silverware"",""Patio or balcony"",""Hair dryer"",""Kitchen"",""Babysitter recommendations"",""Washer"",""Cable TV"",""Oven""","$1,000.00 "
4037590,https://www.airbnb.com/rooms/4037590,NobHill Penthouse-Top View&Location,20871995,Randy,f,Nob Hill,5,2,3,"""Heating"",""Hot water"",""Iron"",""Dryer"",""Carbon monoxide alarm"",""Paid parking off premises"",""Hangers"",""Essentials"",""Smoke alarm"",""First aid kit"",""Laptop-friendly workspace"",""Fire extinguisher"",""Wifi"",""Shampoo"",""TV"",""Hair dryer"",""Kitchen"",""Washer"",""Keypad"",""Cable TV"",""Free street parking""",$550.00 
4045632,https://www.airbnb.com/rooms/4045632,Room with a Cable car view,20130105,Clark,f,Nob Hill,2,1,1,"""Heating"",""Kitchen"",""Wifi"",""Private entrance"",""Shampoo"",""Carbon monoxide alarm"",""Free street parking"",""Essentials"",""Smoke alarm""",$36.00 
4052091,https://www.airbnb.com/rooms/4052091,Luxe Room in a Victorian Home near Painted Ladies,1792703,Beth & Tom,t,Western Addition,2,1,1,"""Bathroom essentials"",""Indoor fireplace"",""Heating"",""Wifi"",""Bedroom comforts"",""Iron"",""Garden or backyard"",""Carbon monoxide alarm"",""Self check-in"",""TV"",""Coffee maker"",""Hair dryer"",""Free street parking"",""Smoke alarm""",$175.00 
4059549,https://www.airbnb.com/rooms/4059549,Hotel Pac Hgts 2 Bed Free Car ParkC,20850212,Young,f,Marina,4,1,1,"""Smoke alarm"",""Hot water"",""Free parking on premises"",""Building staff"",""Breakfast"",""Luggage dropoff allowed"",""Fire extinguisher"",""Wifi"",""Iron"",""Shampoo"",""Cable TV"",""TV"",""Carbon monoxide alarm"",""Hangers"",""Hair dryer"",""Essentials"",""Laptop-friendly workspace""",$115.00 
4075971,https://www.airbnb.com/rooms/4075971,Immaculate SF ...  VERY Comfortable Extended Stay,17109874,Bobbie,f,Bernal Heights,4,1.5,2,"""Heating"",""Hot water"",""Stove"",""Iron"",""Carbon monoxide alarm"",""Coffee maker"",""Dishwasher"",""Private entrance"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""Smoke alarm"",""Refrigerator"",""Free parking on premises"",""Fire extinguisher"",""Wifi"",""Cooking basics"",""Shampoo"",""TV"",""Dishes and silverware"",""Patio or balcony"",""Hair dryer"",""Long term stays allowed"",""Kitchen"",""Cable TV"",""Oven"",""Bed linens"",""Free street parking""",$395.00 
4077186,https://www.airbnb.com/rooms/4077186,Modern 2BR Next to Golden Gate Park,1999732,Danielle,f,Inner Richmond,4,1,2,"""Heating"",""Hot water"",""Stove"",""Iron"",""Dryer"",""Carbon monoxide alarm"",""Pack \u2019n Play/travel crib"",""Dishwasher"",""Luggage dropoff allowed"",""Lockbox"",""Private entrance"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""Smoke alarm"",""Extra pillows and blankets"",""Refrigerator"",""Wifi"",""Cooking basics"",""TV"",""Dishes and silverware"",""Hair dryer"",""Long term stays allowed"",""Kitchen"",""High chair"",""Washer"",""Oven"",""Bed linens""",$120.00 
4093013,https://www.airbnb.com/rooms/4093013,Cozy Victorian Home - 2 BR / 2 BATH,2343472,Sal,f,Western Addition,4,2,2,"""Heating"",""Hot water"",""Iron"",""Dryer"",""Carbon monoxide alarm"",""Luggage dropoff allowed"",""Hangers"",""Essentials"",""Smoke alarm"",""First aid kit"",""Laptop-friendly workspace"",""Free parking on premises"",""Fire extinguisher"",""Wifi"",""Shampoo"",""TV"",""Hair dryer"",""Host greets you"",""Kitchen"",""Washer"",""Cable TV"",""Free street parking""","$1,257.00 "
4093967,https://www.airbnb.com/rooms/4093967,Garden Room at Garden Getaway Retreat/Tub/Views,21235826,Skate (And Jeannie),t,Bernal Heights,3,1,1,"""Heating"",""Hot water"",""Children\u2019s books and toys"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Luggage dropoff allowed"",""BBQ grill"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""First aid kit"",""Smoke alarm"",""Extra pillows and blankets"",""Refrigerator"",""Hot tub"",""Shower gel"",""Fire extinguisher"",""Wifi"",""Bathtub"",""Lock on bedroom door"",""Cooking basics"",""Shampoo"",""Garden or backyard"",""Dishes and silverware"",""Room-darkening shades"",""Patio or balcony"",""Hair dryer"",""Children\u2019s dinnerware"",""Kitchen"",""Breakfast"",""Washer"",""Keypad"",""Oven"",""Barbecue utensils"",""Bed linens"",""Free street parking""",$143.00 
4097700,https://www.airbnb.com/rooms/4097700,SWEET  Suite BAKER Street,3594968,Caroline,t,Marina,2,1,1,"""Smoke alarm"",""Heating"",""Hangers"",""Wifi"",""Lockbox"",""Washer"",""Iron"",""Shampoo"",""Cable TV"",""Dryer"",""TV"",""Crib"",""Carbon monoxide alarm"",""Hair dryer"",""Free street parking"",""Essentials"",""Laptop-friendly workspace""",$275.00 
4100473,https://www.airbnb.com/rooms/4100473,Large Alamo Square One Bedroom apt,8860167,William,t,Western Addition,4,1,1,"""Heating"",""Hot water"",""Stove"",""Iron"",""Carbon monoxide alarm"",""Coffee maker"",""Luggage dropoff allowed"",""Lockbox"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""Smoke alarm"",""Extra pillows and blankets"",""Refrigerator"",""Wifi"",""Cooking basics"",""Shampoo"",""TV"",""Dishes and silverware"",""Hair dryer"",""Long term stays allowed"",""Kitchen"",""Oven"",""Bed linens"",""Free street parking""",$190.00 
4104344,https://www.airbnb.com/rooms/4104344,Contemporary SF - Private Bath #2,1635200,David,t,Castro/Upper Market,2,1,1,"""Heating"",""Hot water"",""Stove"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Indoor fireplace"",""Dishwasher"",""Luggage dropoff allowed"",""Lockbox"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""Smoke alarm"",""First aid kit"",""Refrigerator"",""Fire extinguisher"",""Wifi"",""Lock on bedroom door"",""Cooking basics"",""Shampoo"",""TV"",""Dishes and silverware"",""Patio or balcony"",""Hair dryer"",""Long term stays allowed"",""Kitchen"",""Washer"",""Cable TV"",""Oven"",""Free street parking""",$118.00 
4105892,https://www.airbnb.com/rooms/4105892,Music Room at Garden Getaway & Retreat/Tub/Views,21235826,Skate (And Jeannie),t,Bernal Heights,3,1,1,"""Heating"",""Hot water"",""Children\u2019s books and toys"",""Stove"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Luggage dropoff allowed"",""BBQ grill"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""First aid kit"",""Smoke alarm"",""Extra pillows and blankets"",""Refrigerator"",""Hot tub"",""Shower gel"",""Fire extinguisher"",""Wifi"",""Bathtub"",""Lock on bedroom door"",""Cooking basics"",""Shampoo"",""Garden or backyard"",""Dishes and silverware"",""Room-darkening shades"",""Patio or balcony"",""Hair dryer"",""Children\u2019s dinnerware"",""Kitchen"",""Breakfast"",""Washer"",""Keypad"",""Oven"",""Barbecue utensils"",""Bed linens"",""Free street parking""",$143.00 
4106442,https://www.airbnb.com/rooms/4106442,Cozy SF Garden Apt/ Private Patio 31 days +,21269104,Samantha,f,Mission,4,1,1,"""Heating"",""Hot water"",""Stove"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Paid parking off premises"",""Luggage dropoff allowed"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""First aid kit"",""Smoke alarm"",""Refrigerator"",""Fire extinguisher"",""Wifi"",""Cooking basics"",""Shampoo"",""TV"",""Dishes and silverware"",""Patio or balcony"",""Garden or backyard"",""Hair dryer"",""Long term stays allowed"",""Host greets you"",""Kitchen"",""Washer"",""Cable TV"",""Oven""",$78.00 
4110344,https://www.airbnb.com/rooms/4110344,Hotel Pac Hgts Queen Free Car ParkA,20850212,Young,f,Marina,2,1,1,"""Smoke alarm"",""Hot water"",""Free parking on premises"",""Building staff"",""Luggage dropoff allowed"",""Fire extinguisher"",""Wifi"",""Iron"",""Shampoo"",""Cable TV"",""TV"",""Carbon monoxide alarm"",""Hangers"",""Hair dryer"",""Essentials"",""Laptop-friendly workspace""",$109.00 
4121114,https://www.airbnb.com/rooms/4121114,Noe Vly Victorian w/Twin Peaks View,18151037,Valerie,t,Noe Valley,4,1.5,1,"""Heating"",""Hot water"",""Children\u2019s books and toys"",""Stove"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Pack \u2019n Play/travel crib"",""Stair gates"",""Dishwasher"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""First aid kit"",""Smoke alarm"",""Refrigerator"",""Fire extinguisher"",""Wifi"",""Bathtub"",""Lock on bedroom door"",""Cooking basics"",""Shampoo"",""TV"",""Dishes and silverware"",""Hair dryer"",""Kitchen"",""Washer"",""Keypad"",""Cable TV"",""Oven"",""Bed linens"",""Free street parking""",$100.00 
4122671,https://www.airbnb.com/rooms/4122671,Artistic Room with Private Entrance,21387911,Kerry,t,Potrero Hill,2,1,1,"""Host greets you"",""Smoke alarm"",""Heating"",""Hot water"",""Elevator"",""First aid kit"",""Fire extinguisher"",""Wifi"",""Lock on bedroom door"",""Washer"",""Iron"",""Shampoo"",""Dryer"",""Carbon monoxide alarm"",""Hangers"",""Hair dryer"",""Free street parking"",""Essentials"",""Laptop-friendly workspace""",$80.00 
4135201,https://www.airbnb.com/rooms/4135201,Contemporary SF - Private Bath #1,1635200,David,t,Haight Ashbury,1,1,1,"""Heating"",""Hot water"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Indoor fireplace"",""Luggage dropoff allowed"",""Lockbox"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""First aid kit"",""Smoke alarm"",""Refrigerator"",""Fire extinguisher"",""Wifi"",""Lock on bedroom door"",""Cooking basics"",""Shampoo"",""TV"",""Dishes and silverware"",""Hair dryer"",""Long term stays allowed"",""Kitchen"",""Washer"",""Cable TV"",""Free street parking""",$119.00 
4152054,https://www.airbnb.com/rooms/4152054,Ocean Front Surf & Sandy Beach View,21542156,Susan,f,Outer Richmond,2,1,1,"""Heating"",""Kitchen"",""Elevator"",""Washer"",""Shampoo"",""Dryer"",""TV"",""Beachfront"",""Carbon monoxide alarm"",""Smoke alarm""",$220.00 
4157192,https://www.airbnb.com/rooms/4157192,Hilltop House Guest Suite with Stunning View,8990678,Michael,t,Bernal Heights,2,1,1,"""Heating"",""Hot water"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Luggage dropoff allowed"",""Private entrance"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""Smoke alarm"",""Extra pillows and blankets"",""Refrigerator"",""Shower gel"",""Fire extinguisher"",""Wifi"",""Cooking basics"",""Shampoo"",""TV"",""Dishes and silverware"",""Garden or backyard"",""Patio or balcony"",""Hair dryer"",""Single level home"",""Long term stays allowed"",""Kitchen"",""Washer"",""Bed linens"",""Free street parking""",$150.00 
4157431,https://www.airbnb.com/rooms/4157431,Spacious 1 BR / 1 BA Living in Russian Hill,21573904,Sultan,t,Russian Hill,2,1,1,"""Heating"",""Hot water"",""Stove"",""Iron"",""Carbon monoxide alarm"",""Coffee maker"",""Pack \u2019n Play/travel crib"",""Lockbox"",""Private entrance"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""Smoke alarm"",""First aid kit"",""Extra pillows and blankets"",""Refrigerator"",""Fire extinguisher"",""Wifi"",""Cooking basics"",""Shampoo"",""TV"",""Dishes and silverware"",""Patio or balcony"",""Hair dryer"",""Long term stays allowed"",""Kitchen"",""Oven"",""Bed linens"",""Free street parking""",$162.00 
4175174,https://www.airbnb.com/rooms/4175174,Charming apartment in the Mission,4274771,Abigail,t,Mission,4,2,2,"""Heating"",""Hot water"",""Children\u2019s books and toys"",""Stove"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Dishwasher"",""Luggage dropoff allowed"",""Lockbox"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""Smoke alarm"",""Refrigerator"",""Fire extinguisher"",""Wifi"",""Shampoo"",""Garden or backyard"",""TV"",""Dishes and silverware"",""Hair dryer"",""Kitchen"",""High chair"",""Washer"",""Oven"",""Free street parking""",$250.00 
4183088,https://www.airbnb.com/rooms/4183088,"Luxurious, Sunny Victorian - Alamo Square",1792703,Beth & Tom,t,Western Addition,6,2.5,3,"""Heating"",""Hot water"",""Stove"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Indoor fireplace"",""Paid parking off premises"",""Dishwasher"",""Luggage dropoff allowed"",""Private entrance"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""First aid kit"",""Smoke alarm"",""Extra pillows and blankets"",""Refrigerator"",""Wifi"",""Cooking basics"",""Shampoo"",""TV"",""Dishes and silverware"",""Patio or balcony"",""Garden or backyard"",""Hair dryer"",""Long term stays allowed"",""Kitchen"",""Washer"",""Cable TV"",""Oven"",""Bed linens"",""Free street parking""",$700.00 
4191242,https://www.airbnb.com/rooms/4191242,"Top of the Telegraph Hill,  1 BR",6390702,Leo & Veronika,t,North Beach,3,1,1,"""Heating"",""Hot water"",""Stove"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Paid parking off premises"",""Dishwasher"",""Luggage dropoff allowed"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""Smoke alarm"",""First aid kit"",""Extra pillows and blankets"",""Refrigerator"",""Fire extinguisher"",""Wifi"",""Cooking basics"",""Shampoo"",""TV"",""Dishes and silverware"",""Hair dryer"",""Long term stays allowed"",""Kitchen"",""Washer"",""Keypad"",""Cable TV"",""Oven"",""Bed linens"",""Free street parking""",$100.00 
4199015,https://www.airbnb.com/rooms/4199015,Amazing Apartment Heart of the Mission,1572409,Sharon,t,Mission,2,1,1,"""Refrigerator"",""Hot water"",""Kitchen"",""Dishwasher"",""Wifi"",""Lockbox"",""Stove"",""Washer"",""Dishes and silverware"",""Cooking basics"",""Dryer"",""TV"",""Oven"",""Essentials""",$150.00 
4215907,https://www.airbnb.com/rooms/4215907,"Clean, spacious, suite - quiet nights",5440227,LayKoon,t,Bayview,2,1,1,"""Heating"",""Hot water"",""Stove"",""Iron"",""Carbon monoxide alarm"",""Coffee maker"",""Luggage dropoff allowed"",""Private entrance"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""Smoke alarm"",""First aid kit"",""Extra pillows and blankets"",""Refrigerator"",""Shower gel"",""Fire extinguisher"",""Wifi"",""Cooking basics"",""Shampoo"",""TV"",""Dishes and silverware"",""Garden or backyard"",""Hair dryer"",""Host greets you"",""Kitchen"",""Bed linens"",""Free street parking""",$118.00 
4227441,https://www.airbnb.com/rooms/4227441,Private Bath & Entrance near UCSF,8812791,Maria,t,Haight Ashbury,2,1,1,"""Heating"",""Hot water"",""Iron"",""Carbon monoxide alarm"",""Coffee maker"",""Paid parking off premises"",""Luggage dropoff allowed"",""Lockbox"",""Private entrance"",""Microwave"",""Hangers"",""Essentials"",""Smoke alarm"",""Refrigerator"",""Wifi"",""Lock on bedroom door"",""Shampoo"",""TV"",""Dishes and silverware"",""Hair dryer"",""Single level home"",""Free street parking""",$135.00 
4242823,https://www.airbnb.com/rooms/4242823,"Relax in This Chic, Comfortable Condo with Rooftop Views",21083116,Kim,f,Marina,4,2,2,"""Bathroom essentials"",""Indoor fireplace"",""Heating"",""Kitchen"",""Free parking on premises"",""Dishwasher"",""Fire extinguisher"",""Wifi"",""Bedroom comforts"",""Washer"",""Iron"",""Dryer"",""TV"",""Coffee maker"",""Room-darkening shades"",""Carbon monoxide alarm"",""Hair dryer"",""Free street parking"",""Smoke alarm""",$225.00 
